colorspace,frame_width,frame_height,node_name,date,tmst_sec,tmst,num_faces,imageID
83,640,360,cam_2,2022-04-12 14:20:11,1649762411,1649762411000,1,00671685-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:03:18,1649761398,1649761398000,1,00671686-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:37:18,1649763438,1649763438000,1,00671687-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:50:42,1649760642,1649760642000,1,00671688-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:26:02,1649762762,1649762762000,1,00671689-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:46:44,1649760404,1649760404000,1,0067168a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:48:56,1649764136,1649764136000,1,0067168b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:55:10,1649764510,1649764510000,1,0067168c-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:40:13,1649763613,1649763613000,1,0067168d-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:14:08,1649762048,1649762048000,1,0067168e-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:05:58,1649761558,1649761558000,1,0067168f-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:52:11,1649764331,1649764331000,1,00671690-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:34:34,1649763274,1649763274000,1,00671691-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:23:19,1649762599,1649762599000,1,00671692-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:15:02,1649762102,1649762102000,1,00671693-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:53:57,1649760837,1649760837000,1,00671694-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:39:17,1649763557,1649763557000,1,00671695-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:18:38,1649762318,1649762318000,1,00671696-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:35:59,1649759759,1649759759000,1,00671697-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:47:44,1649760464,1649760464000,1,00671698-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:04:57,1649761497,1649761497000,1,00671699-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:52:23,1649764343,1649764343000,1,0067169a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:10:37,1649761837,1649761837000,1,0067169b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:12:32,1649761952,1649761952000,1,0067169c-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:38:32,1649759912,1649759912000,1,0067169d-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:47:34,1649764054,1649764054000,1,0067169e-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:52:04,1649764324,1649764324000,1,0067169f-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:49:18,1649760558,1649760558000,1,006716a0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:12:28,1649761948,1649761948000,1,006716a1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 15:00:12,1649764812,1649764812000,1,006716a2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:58:15,1649764695,1649764695000,1,006716a3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:46:59,1649764019,1649764019000,1,006716a4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:39:05,1649759945,1649759945000,1,006716a5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:07:58,1649761678,1649761678000,1,006716a6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:27:19,1649762839,1649762839000,1,006716a7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:59:43,1649761183,1649761183000,1,006716a8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:19:37,1649762377,1649762377000,1,006716a9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:38:20,1649763500,1649763500000,1,006716aa-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:37:58,1649763478,1649763478000,1,006716ab-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:36:06,1649759766,1649759766000,1,006716ac-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:31:19,1649759479,1649759479000,1,006716ad-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:30:26,1649759426,1649759426000,1,006716ae-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:31:12,1649759472,1649759472000,1,006716af-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:47:24,1649764044,1649764044000,1,006716b0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:54:43,1649760883,1649760883000,1,006716b1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:48:49,1649764129,1649764129000,1,006716b2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:06:32,1649761592,1649761592000,1,006716b3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:44:40,1649763880,1649763880000,1,006716b4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:42:52,1649763772,1649763772000,1,006716b5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:31:27,1649759487,1649759487000,1,006716b6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:52:52,1649764372,1649764372000,1,006716b7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:23:57,1649762637,1649762637000,1,006716b8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:45:05,1649763905,1649763905000,1,006716b9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:56:56,1649764616,1649764616000,1,006716ba-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:48:14,1649764094,1649764094000,1,006716bb-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:29:43,1649762983,1649762983000,1,006716bc-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:42:38,1649763758,1649763758000,1,006716bd-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:12:37,1649761957,1649761957000,1,006716be-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:50:02,1649760602,1649760602000,1,006716bf-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:01:31,1649761291,1649761291000,1,006716c0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:31:53,1649763113,1649763113000,1,006716c1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:54:13,1649764453,1649764453000,1,006716c2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:20:27,1649762427,1649762427000,1,006716c3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:31:51,1649763111,1649763111000,1,006716c4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:45:56,1649763956,1649763956000,1,006716c5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:58:00,1649764680,1649764680000,1,006716c6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:57:06,1649761026,1649761026000,1,006716c7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:21:45,1649762505,1649762505000,1,006716c8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:49:17,1649764157,1649764157000,1,006716c9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:10:59,1649761859,1649761859000,1,006716ca-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:31:26,1649763086,1649763086000,1,006716cb-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:28:20,1649762900,1649762900000,1,006716cc-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:44:18,1649763858,1649763858000,1,006716cd-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:02:47,1649761367,1649761367000,1,006716ce-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:00:17,1649761217,1649761217000,1,006716cf-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:44:57,1649763897,1649763897000,1,006716d0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:47:05,1649760425,1649760425000,1,006716d1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:41:27,1649760087,1649760087000,1,006716d2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:59:58,1649761198,1649761198000,1,006716d3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:36:45,1649763405,1649763405000,1,006716d4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:32:36,1649759556,1649759556000,1,006716d5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:22:10,1649762530,1649762530000,1,006716d6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:46:37,1649760397,1649760397000,1,006716d7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:14:31,1649762071,1649762071000,1,006716d8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:54:07,1649764447,1649764447000,1,006716d9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:25:12,1649762712,1649762712000,1,006716da-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:39:37,1649763577,1649763577000,1,006716db-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:47:13,1649760433,1649760433000,1,006716dc-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:28:48,1649762928,1649762928000,1,006716dd-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:16:18,1649762178,1649762178000,1,006716de-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:35:15,1649759715,1649759715000,1,006716df-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:59:06,1649761146,1649761146000,1,006716e0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:30:22,1649759422,1649759422000,1,006716e1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:31:39,1649759499,1649759499000,1,006716e2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:54:47,1649764487,1649764487000,1,006716e3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:26:46,1649762806,1649762806000,1,006716e4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:58:36,1649764716,1649764716000,1,006716e5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:58:02,1649761082,1649761082000,1,006716e6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:56:38,1649764598,1649764598000,1,006716e7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:28:47,1649762927,1649762927000,1,006716e8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:42:44,1649760164,1649760164000,1,006716e9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:36:41,1649763401,1649763401000,1,006716ea-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:47:06,1649760426,1649760426000,1,006716eb-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:24:45,1649762685,1649762685000,1,006716ec-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:49:26,1649760566,1649760566000,1,006716ed-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:24:53,1649762693,1649762693000,1,006716ee-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:45:50,1649760350,1649760350000,1,006716ef-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:02:55,1649761375,1649761375000,1,006716f0-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:50:45,1649760645,1649760645000,1,006716f1-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:56:34,1649760994,1649760994000,1,006716f2-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:45:02,1649763902,1649763902000,1,006716f3-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:44:23,1649763863,1649763863000,1,006716f4-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:51:49,1649764309,1649764309000,1,006716f5-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:58:38,1649764718,1649764718000,1,006716f6-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:54:23,1649764463,1649764463000,1,006716f7-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:37:23,1649759843,1649759843000,1,006716f8-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:38:09,1649759889,1649759889000,1,006716f9-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:58:32,1649761112,1649761112000,1,006716fa-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:48:26,1649760506,1649760506000,1,006716fb-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:39:44,1649759984,1649759984000,1,006716fc-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:18:35,1649762315,1649762315000,1,006716fd-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:14:46,1649762086,1649762086000,1,006716fe-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:01:14,1649761274,1649761274000,1,006716ff-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:21:44,1649762504,1649762504000,1,00671700-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:42:12,1649760132,1649760132000,1,00671701-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:09:43,1649761783,1649761783000,1,00671702-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:25:03,1649762703,1649762703000,1,00671703-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:50:27,1649760627,1649760627000,1,00671704-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:50:06,1649760606,1649760606000,1,00671705-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:27:15,1649762835,1649762835000,1,00671706-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:49:18,1649760558,1649760558000,1,00671707-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:01:33,1649761293,1649761293000,1,00671708-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:09:21,1649761761,1649761761000,1,00671709-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:21:13,1649762473,1649762473000,1,0067170a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:38:44,1649763524,1649763524000,1,0067170b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:46:11,1649763971,1649763971000,1,0067170c-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:01:31,1649761291,1649761291000,1,0067170d-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:40:11,1649763611,1649763611000,1,0067170e-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:59:09,1649761149,1649761149000,1,0067170f-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:58:04,1649764684,1649764684000,1,00671710-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:57:57,1649761077,1649761077000,1,00671711-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:32:03,1649759523,1649759523000,1,00671712-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:31:16,1649759476,1649759476000,1,00671713-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:23:33,1649762613,1649762613000,1,00671714-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:34:33,1649763273,1649763273000,1,00671715-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:42:57,1649763777,1649763777000,1,00671716-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:49:31,1649760571,1649760571000,1,00671717-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:39:54,1649763594,1649763594000,1,00671718-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:17:27,1649762247,1649762247000,1,00671719-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:30:54,1649759454,1649759454000,1,0067171a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:53:38,1649760818,1649760818000,1,0067171b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:08:14,1649761694,1649761694000,1,0067171c-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:37:30,1649763450,1649763450000,1,0067171d-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:18:44,1649762324,1649762324000,1,0067171e-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:28:35,1649762915,1649762915000,1,0067171f-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:40:23,1649760023,1649760023000,1,00671720-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:34:23,1649759663,1649759663000,1,00671721-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:47:29,1649764049,1649764049000,1,00671722-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:36:17,1649759777,1649759777000,1,00671723-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:45:07,1649760307,1649760307000,1,00671724-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:54:18,1649764458,1649764458000,1,00671725-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:33:06,1649763186,1649763186000,1,00671726-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:05:39,1649761539,1649761539000,1,00671727-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:36:15,1649763375,1649763375000,1,00671728-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:31:48,1649763108,1649763108000,1,00671729-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:48:26,1649764106,1649764106000,1,0067172a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:13:03,1649761983,1649761983000,1,0067172b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:44:24,1649763864,1649763864000,1,0067172c-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:11:58,1649761918,1649761918000,1,0067172d-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:29:36,1649762976,1649762976000,1,0067172e-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:20:25,1649762425,1649762425000,1,0067172f-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:59:24,1649761164,1649761164000,1,00671730-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:07:33,1649761653,1649761653000,1,00671731-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:53:03,1649760783,1649760783000,1,00671732-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:45:06,1649763906,1649763906000,1,00671733-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:57:16,1649761036,1649761036000,1,00671734-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:44:06,1649760246,1649760246000,1,00671735-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:48:31,1649760511,1649760511000,1,00671736-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:44:15,1649760255,1649760255000,1,00671737-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:35:30,1649759730,1649759730000,1,00671738-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:44:58,1649760298,1649760298000,1,00671739-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:27:23,1649762843,1649762843000,1,0067173a-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 14:08:59,1649761739,1649761739000,1,0067173b-bb22-11ec-9080-a4bb6de99622
83,640,360,cam_2,2022-04-12 13:52:40,1649760760,1649760760000,1,0067173c-bb22-11ec-9080-a4bb6de99622
